"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Phil Douglas","1.5","-0.3","-0.8","-1.0","20.5","2.5","","1003436"
"George Haddock","4.3","0.7","1.1","1.9","27.6","2.5","","1005185"
"Bobo Newsom","1.6","-0.7","-0.1","-0.8","21.8","2.5","","1009546"
"Brandon McCarthy","1.5","0.6","-1.4","-0.9","22.5","2.4","$19.1","4662"
"Tony Gonsolin","2.6","1.0","-0.8","0.2","22.1","2.4","$18.8","19388"
"Joe Moeller","0.1","1.2","-3.5","-2.2","19.9","2.3","","1009023"
"Boom-Boom Beck","-0.5","-0.6","-2.2","-2.8","21.0","2.3","","1000738"
"Tiny Osborne","-0.2","-2.0","-0.5","-2.5","23.7","2.3","","1009871"
"George Earnshaw","1.4","-0.2","-0.6","-0.8","23.4","2.3","","1003633"
"Elmer Knetzer","1.1","0.5","-1.7","-1.1","21.9","2.2","","1007034"
"Clem Labine","2.2","-0.2","0.2","0.0","21.0","2.2","","1007230"
"Raleigh Aitchison","1.2","-0.4","-0.5","-1.0","19.5","2.2","","1000093"
"Aaron Harang","2.0","0.8","-1.0","-0.2","20.6","2.2","$14.2","1451"
"Al Mays","2.6","-0.1","0.5","0.4","21.5","2.1","","1008311"
"Eric Gagne","1.5","1.0","-1.6","-0.6","21.4","2.1","","650"
"Joe Shaute","-0.9","-2.0","-1.0","-3.0","21.1","2.1","","1011813"
"Jesse Barnes","-2.3","-2.5","-1.7","-4.3","19.7","2.0","","1000566"
"Tex Carleton","2.0","0.3","-0.2","0.0","19.1","2.0","","1001953"
"Bill Reidy","0.2","-1.6","-0.2","-1.8","18.9","2.0","","1010796"
"Greg Maddux","1.6","1.0","-1.3","-0.3","19.2","1.9","$9.8","104"
"Mark Hendrickson","-0.8","-1.9","-0.8","-2.7","19.6","1.9","$10.1","1574"
"Ownie Carroll","0.4","-0.4","-1.0","-1.4","17.6","1.8","","1002003"
"Hong-Chih Kuo","0.5","-0.6","-0.7","-1.3","17.2","1.8","$9.2","7016"
"Jack Cronin","2.8","0.7","0.2","1.0","16.5","1.8","","1002794"
"Bert Abbey","0.0","-0.9","-0.9","-1.8","22.8","1.8","","1000006"
"Mal Eason","-2.0","-1.2","-2.7","-3.8","16.2","1.8","","1003636"
"Jack Coombs","4.0","1.4","0.8","2.2","14.8","1.7","","1002583"
"Roy Evans","0.6","-0.1","-1.0","-1.1","16.6","1.7","","1003869"
"Ricky Nolasco","0.6","-0.1","-0.9","-1.0","14.9","1.7","$12.5","3830"
"Dan Haren","-0.2","0.9","-2.7","-1.9","15.5","1.7","$12.8","1757"
"Jim Neidlinger","1.3","0.2","-0.6","-0.3","14.8","1.7","","1009487"
"Eddie Stack","2.2","0.9","-0.3","0.6","15.7","1.6","","1012373"
"Pete Richert","1.0","-1.4","0.8","-0.6","14.7","1.6","","1010922"
"Alan Foster","2.0","0.3","0.1","0.5","13.2","1.5","","1004246"
"Vicente Padilla","1.5","0.8","-0.8","0.0","14.8","1.5","$9.5","964"
"Clise Dudley","-2.7","-1.7","-2.5","-4.2","16.7","1.5","","1003522"
"Larry Miller","-0.3","-0.8","-1.0","-1.8","12.5","1.5","","1008914"
"Lee Grissom","1.4","0.3","-0.3","0.0","13.8","1.5","","1005073"
"Ray Moss","1.9","1.0","-0.5","0.5","15.5","1.4","","1009254"
"George Smith","1.4","0.4","-0.4","0.0","12.2","1.4","","1012144"
"Leo Dickerman","0.0","0.1","-1.5","-1.4","14.6","1.4","","1003275"
"Chris Van Cuyk","-0.4","-1.2","-0.7","-1.8","13.6","1.4","","1013345"
"Henry Schmidt","2.5","0.0","1.1","1.1","14.3","1.4","","1011583"
"Ad Gumbert","1.4","0.7","-0.6","0.0","18.7","1.4","","1005139"
"Bob Milliken","2.1","1.6","-0.8","0.7","13.8","1.4","","1008943"
"Eric Stults","0.9","0.0","-0.4","-0.4","13.5","1.3","$7.9","8011"
"Aaron Sele","1.0","-0.1","-0.2","-0.3","13.7","1.3","$6.4","34"
