"Name","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","RAR","WAR","Dollars","playerid"
"Jim Weaver","-0.1","-0.3","-0.2","-0.6","5.2","0.5","","1013699"
"John Cumberland","0.4","0.2","-0.3","-0.1","4.8","0.5","","1002871"
"Tex Neuer","0.8","0.6","-0.3","0.3","4.0","0.5","","1009522"
"Gordon Rhodes","0.2","0.5","-0.8","-0.3","5.2","0.5","","1010885"
"Walt Terrell","-0.3","-0.6","-0.1","-0.7","4.6","0.5","","1012924"
"George Uhle","-0.4","0.1","-1.0","-0.9","4.8","0.5","","1013266"
"Pete Wilson","-0.4","0.2","-1.0","-0.8","3.9","0.5","","1014101"
"Rich Bordi","0.2","-0.1","-0.2","-0.3","3.7","0.5","","1001199"
"Sam Militello","1.1","1.0","-0.3","0.6","4.3","0.4","","1008865"
"Mariano Rivera","-0.1","-0.6","0.0","-0.5","4.7","0.4","","844"
"Art Schallock","0.7","-0.2","0.5","0.3","4.2","0.4","","1011514"
"Mark Hutton","0.1","0.1","-0.4","-0.3","4.3","0.4","","1006245"
"Doug Bird","0.7","-0.3","0.6","0.3","3.7","0.4","","1000976"
"Ken Clay","-0.8","-0.4","-0.8","-1.2","3.0","0.4","","1002328"
"Kemp Wicker","0.6","0.2","0.0","0.2","4.4","0.4","","1013919"
"Grant Jackson","1.1","0.5","0.2","0.7","3.3","0.4","","1006298"
"Mike Griffin","-0.3","0.0","-0.7","-0.7","3.8","0.4","","1005048"
"Vidal Nuno","0.4","0.7","-0.6","0.1","3.4","0.4","$2.7","9674"
"Stubby Overmire","-0.2","-0.3","-0.2","-0.5","3.6","0.4","","1009911"
"Tanyon Sturtze","0.1","0.2","-0.4","-0.3","3.2","0.4","$1.5","1230"
"Hank Robinson","0.1","-0.2","-0.1","-0.2","3.1","0.4","","1011067"
"Harry Harper","1.2","0.4","0.4","0.9","3.8","0.4","","1005379"
"Garland Braxton","-0.1","-0.4","0.0","-0.4","3.7","0.3","","1001368"
"Sal Maglie","1.0","0.1","0.6","0.7","3.2","0.3","","1007968"
"Rich Beck","0.6","-0.2","0.5","0.3","3.0","0.3","","1000757"
"Marty Bystrom","0.4","0.5","-0.4","0.1","2.8","0.3","","1001802"
"Jaime Garcia","0.0","-0.3","-0.1","-0.4","3.3","0.3","$2.6","8137"
